date,side,fng,price,qty,notional
2020-03-24,BUY,19,7800.211164821733,0.08969628965371605,700.0000000000001
2020-03-25,BUY,20,7792.388464665132,0.08977689231973836,699.9263832974616
2020-03-26,BUY,16,7580.04808420652,0.09193683242594165,697.234227612081
2020-04-04,BUY,15,7535.707056597282,0.09236282853877571,696.367402488181
2020-04-05,BUY,19,7527.030745305028,0.09243672009254673,696.122095179344
2020-04-06,BUY,17,7297.891207832519,0.09433353085216484,688.7802355275752
2020-04-07,BUY,19,7271.351515060118,0.09453393540461033,687.7333410994584
2020-04-08,BUY,18,7083.438094175875,0.09584107960456119,679.2239662410118
2020-04-09,BUY,16,6991.747017489373,0.09641474138361557,674.4447028623346
2020-04-10,BUY,14,6747.489876411377,0.09778070663645615,660.1043803280025
2020-04-11,BUY,7,7042.927862639105,0.09642017418448486,679.4200413050767
2020-04-12,BUY,15,7213.896108162923,0.09584218380437245,691.7414274579269
2020-04-13,BUY,19,7472.4991489312015,0.09525182117684011,712.1252152857277
2020-04-15,BUY,18,7630.23692936474,0.09504781024992504,725.6001118801705
2020-08-27,BUY,18,22433.102925051597,0.09316167562987704,2090.950933542074
2020-10-03,BUY,20,25477.563288667377,0.09382171328923437,2391.5444103828654
2020-10-08,BUY,18,25427.720239795028,0.09379597553976282,2386.2109311093013
2020-10-09,BUY,17,25843.54706168393,0.09408301074869889,2432.65504351067
2020-10-10,BUY,19,26400.218034189227,0.09459291991524615,2498.522971738968
2020-10-11,BUY,18,24134.516477806003,0.0917313038926297,2214.9981644095064
2020-12-26,BUY,13,41362.82997386084,0.10827484649820306,4480.7944633827465
2021-03-14,BUY,20,54266.68926638646,0.115585112532703,6275.5591652151115
2021-03-15,BUY,15,51345.2749261577,0.11378675615093486,5845.334944997915
2021-03-16,BUY,9,49289.90974621762,0.11206078105960793,5526.228898968212
2021-03-17,BUY,6,48063.00244470369,0.11075851379728248,5326.049744282676
2021-03-18,BUY,9,44962.16004747189,0.10662270414258748,4796.385280993759
2021-03-19,BUY,5,44099.086298515205,0.10521946281842813,4642.403372799674
2021-03-20,BUY,6,48565.72493250368,0.1125986011171248,5471.168273775873
2021-03-21,BUY,9,47567.76865510153,0.11090008086591835,5277.908344634373
2021-03-22,BUY,6,46630.286132881134,0.10908216236215947,5089.076981431609
2021-03-23,BUY,7,46844.45020577042,0.10953406193263371,5133.629724901484
2021-03-24,BUY,8,47147.269516923145,0.11021677493737962,5199.019503010202
2021-03-25,BUY,8,48881.24791565539,0.11425403744383963,5587.673766540169
2021-03-26,BUY,7,57149.4004230746,0.13130398916549535,7507.698103017452
2021-03-27,BUY,10,59508.94376836415,0.13566147762639966,8077.109798501859
2021-03-28,BUY,5,58742.0754694992,0.13415348689211323,7884.3964497378565
2021-03-29,BUY,10,60893.41400467551,0.13860181252521392,8444.159631712128
2021-05-28,BUY,18,61329.83159622214,0.13953121933517218,8561.707037760523
