date,equity,cash,btc,price,fng
2020-01-01,10000.0,10000.0,0.0,7200.0,53
2020-01-02,10000.0,10000.0,0.0,7429.072983051326,41
2020-01-03,10000.0,10000.0,0.0,7527.468927332505,57
2020-01-04,10000.0,10000.0,0.0,7500.231945930529,52
2020-01-05,10000.0,10000.0,0.0,7884.44715426609,50
2020-01-06,10000.0,10000.0,0.0,7434.617132550333,51
2020-01-07,10000.0,10000.0,0.0,7545.790033447096,48
2020-01-08,10000.0,10000.0,0.0,7429.512922357403,59
2020-01-09,10000.0,10000.0,0.0,7484.64044855583,52
2020-01-10,10000.0,10000.0,0.0,7702.362030793924,59
2020-01-11,10000.0,10000.0,0.0,7411.69082345723,56
2020-01-12,10000.0,10000.0,0.0,7271.156965132038,47
2020-01-13,10000.0,10000.0,0.0,7329.734605586209,46
2020-01-14,10000.0,10000.0,0.0,7005.545431524403,47
2020-01-15,10000.0,10000.0,0.0,7370.244913858448,40
2020-01-16,10000.0,10000.0,0.0,7116.451558723758,51
2020-01-17,10000.0,10000.0,0.0,6853.539839908678,50
2020-01-18,10000.0,10000.0,0.0,6733.351372933049,44
2020-01-19,10000.0,10000.0,0.0,6409.466897357017,53
2020-01-20,10000.0,10000.0,0.0,6534.033473594601,50
2020-01-21,10000.0,10000.0,0.0,6489.375131151931,54
2020-01-22,10000.0,10000.0,0.0,6301.646105089406,58
2020-01-23,10000.0,10000.0,0.0,6249.128363792572,56
2020-01-24,10000.0,10000.0,0.0,6651.865472139517,54
2020-01-25,10000.0,10000.0,0.0,6687.790486358481,59
2020-01-26,10000.0,10000.0,0.0,6636.801454576043,45
2020-01-27,10000.0,10000.0,0.0,6706.9089901684565,43
2020-01-28,10000.0,10000.0,0.0,6672.748800048576,53
2020-01-29,10000.0,10000.0,0.0,6773.669250893189,46
2020-01-30,10000.0,10000.0,0.0,7166.493714608571,42
2020-01-31,10000.0,10000.0,0.0,7134.571021765791,38
2020-02-01,10000.0,10000.0,0.0,7457.722723479236,44
2020-02-02,10000.0,10000.0,0.0,7242.430606636449,37
2020-02-03,10000.0,10000.0,0.0,7684.883971095765,40
2020-02-04,10000.0,10000.0,0.0,7614.453233814353,38
2020-02-05,10000.0,10000.0,0.0,8026.600171444713,51
2020-02-06,10000.0,10000.0,0.0,8526.239881543672,46
2020-02-07,10000.0,10000.0,0.0,8638.271436456964,49
2020-02-08,10000.0,10000.0,0.0,8115.339480038167,47
2020-02-09,10000.0,10000.0,0.0,8095.852501821953,47
2020-02-10,10000.0,10000.0,0.0,7846.485373395718,40
2020-02-11,10000.0,10000.0,0.0,7420.632841476003,38
2020-02-12,10000.0,10000.0,0.0,7274.658657499429,39
2020-02-13,10000.0,10000.0,0.0,7666.484927293191,50
2020-02-14,10000.0,10000.0,0.0,8063.379713886112,51
2020-02-15,10000.0,10000.0,0.0,7825.811683951987,48
2020-02-16,10000.0,10000.0,0.0,8157.341672789668,52
2020-02-17,10000.0,10000.0,0.0,7708.640326229497,55
2020-02-18,10000.0,10000.0,0.0,8027.728830159063,60
2020-02-19,10000.0,10000.0,0.0,7987.191311149241,60
2020-02-20,10000.0,10000.0,0.0,8404.603435576346,67
2020-02-21,10000.0,10000.0,0.0,8550.42692003779,65
2020-02-22,10000.0,10000.0,0.0,8734.841462517335,71
2020-02-23,10000.0,10000.0,0.0,9128.22207695067,74
2020-02-24,10000.0,10000.0,0.0,8971.859476824267,70
2020-02-25,10000.0,10000.0,0.0,9146.229347460814,66
2020-02-26,10000.0,10000.0,0.0,8858.712677562571,68
2020-02-27,10000.0,10000.0,0.0,8481.067660359147,64
2020-02-28,10000.0,10000.0,0.0,8332.153174981857,60
2020-02-29,10000.0,10000.0,0.0,8778.72536894462,58
2020-03-01,10000.0,10000.0,0.0,9382.723511568443,67
2020-03-02,10000.0,10000.0,0.0,9670.634522949917,72
2020-03-03,10000.0,10000.0,0.0,9422.512152881742,68
2020-03-04,10000.0,10000.0,0.0,9063.549528830952,63
2020-03-05,10000.0,10000.0,0.0,9198.1451981661,61
2020-03-06,10000.0,10000.0,0.0,9120.870459354064,51
2020-03-07,10000.0,10000.0,0.0,9347.532258390687,50
2020-03-08,10000.0,10000.0,0.0,9004.314014235528,43
2020-03-09,10000.0,10000.0,0.0,8844.964594185814,48
2020-03-10,10000.0,10000.0,0.0,8445.647220529672,35
2020-03-11,10000.0,10000.0,0.0,8569.62376800819,46
2020-03-12,10000.0,10000.0,0.0,9686.073694716137,61
2020-03-13,10000.0,10000.0,0.0,9139.817592811729,57
2020-03-14,10000.0,10000.0,0.0,9004.985396649288,57
2020-03-15,10000.0,10000.0,0.0,9258.5693408688,57
2020-03-16,10000.0,10000.0,0.0,9293.34307215763,56
2020-03-17,10000.0,10000.0,0.0,8267.506612092891,52
2020-03-18,10000.0,10000.0,0.0,7829.182682760458,42
2020-03-19,10000.0,10000.0,0.0,7876.8470457661,34
2020-03-20,10000.0,10000.0,0.0,7715.884733145553,33
2020-03-21,10000.0,10000.0,0.0,7598.71300708001,30
2020-03-22,9999.75,9500.0,0.06752606999844257,7400.845332943652,25
2020-03-23,10050.1356733179,9500.0,0.06752606999844257,8147.011566504432,27
2020-03-24,10026.466937178257,8998.66411974408,0.13176602475449348,7800.211164821733,19
2020-03-25,10025.185535171498,8497.392311190291,0.19606225111967157,7792.388464665132,20
2020-03-26,9983.30401333512,7998.214631081532,0.26188348150318996,7580.04808420652,16
2020-03-27,10125.749869732213,7491.914480091147,0.32416662540321717,8124.9431102444605,21
2020-03-28,10249.154425223682,7491.914480091147,0.32416662540321717,8505.625592094562,27
2020-03-29,10285.868612111208,7491.914480091147,0.32416662540321717,8618.882738297872,33
2020-03-30,10311.807953949097,7491.914480091147,0.32416662540321717,8698.901283716064,31
2020-03-31,10194.328180731634,6982.185327825759,0.3852745846607729,8337.281982236405,23
2020-04-01,10157.376426245,6474.30380947555,0.4468646930410903,8242.030919258108,21
2020-04-02,10092.3485880028,5969.673764324281,0.5091560399712554,8097.075356134961,22
2020-04-03,9773.690407429724,5480.97702653435,0.5745297051507648,7471.699622161231,21
2020-04-04,9810.219318249226,4990.453797541164,0.6395903509131908,7535.707056597282,15
2020-04-05,9804.424916514352,4500.220295877905,0.7046875189057697,7527.030745305028,19
2020-04-06,9642.712070541025,4018.0726386594233,0.7707211948905066,7297.891207832519,17
2020-04-07,9622.016810381283,3536.9597703186505,0.8368536478341774,7271.351515060118,19
2020-04-08,9464.524159617838,3063.721731386785,0.9036293312839007,7083.438094175875,18
2020-04-09,9381.434871571582,2594.638260721439,0.9706868103026952,6991.747017489373,16
2020-04-10,9144.109077962767,2137.421376401193,1.0384139628065732,6747.489876411377,14
2020-04-11,9450.659735604895,1664.8765760009383,1.1054753522189975,7042.927862639105,7
2020-04-12,9639.419925520675,1182.8935301487581,1.1722550849883864,7213.896108162923,15
2020-04-13,9942.320090838373,685.7650973960207,1.238749554727795,7472.4991489312015,19
2020-04-14,9852.353710422016,193.13509612488804,1.3052872503350301,7400.071219433026,21
2020-04-15,10152.532257408266,-314.5042077281216,1.3717839383013533,7630.23692936474,18
2020-04-16,10519.884844792474,-314.5042077281216,1.3717839383013533,7898.028800320083,30
2020-04-17,10432.088282353505,-314.5042077281216,1.3717839383013533,7834.027057780594,31
2020-04-18,10285.06384981777,-314.5042077281216,1.3717839383013533,7726.849514414843,36
2020-04-19,11306.02751003967,-314.5042077281216,1.3717839383013533,8471.109329474446,43
2020-04-20,12157.706270141085,-314.5042077281216,1.3717839383013533,9091.964215088596,52
2020-04-21,11947.86931059338,-314.5042077281216,1.3717839383013533,8938.99773568256,60
2020-04-22,11445.092373797812,-314.5042077281216,1.3717839383013533,8572.484524120873,49
2020-04-23,11397.604853352448,-314.5042077281216,1.3717839383013533,8537.867177234477,44
2020-04-24,10906.631571701542,-314.5042077281216,1.3717839383013533,8179.958567910136,39
2020-04-25,11322.861054005316,-314.5042077281216,1.3717839383013533,8483.380608861557,51
2020-04-26,12215.646359127395,-314.5042077281216,1.3717839383013533,9134.201252109204,53
2020-04-27,12649.89223461345,-314.5042077281216,1.3717839383013533,9450.756843235144,52
2020-04-28,12634.016905996446,-314.5042077281216,1.3717839383013533,9439.184081538677,52
2020-04-29,13043.004683275536,-314.5042077281216,1.3717839383013533,9737.327080490486,55
2020-04-30,12823.584900833375,-314.5042077281216,1.3717839383013533,9577.374936194452,51
2020-05-01,12311.761526570539,-314.5042077281216,1.3717839383013533,9204.267072796798,48
2020-05-02,13467.65294927594,-314.5042077281216,1.3717839383013533,10046.886227630112,50
2020-05-03,13349.093455702741,-314.5042077281216,1.3717839383013533,9960.458992069964,64
2020-05-04,13954.236620817603,-314.5042077281216,1.3717839383013533,10401.594908753896,69
2020-05-05,14256.034690897653,-314.5042077281216,1.3717839383013533,10621.598993692927,68
2020-05-06,13859.319164841525,-314.5042077281216,1.3717839383013533,10332.402193103928,64
2020-05-07,14386.959778603285,-314.5042077281216,1.3717839383013533,10717.040472522132,63
2020-05-08,13664.137361459367,-314.5042077281216,1.3717839383013533,10190.11899679836,68
2020-05-09,13139.889872765401,-314.5042077281216,1.3717839383013533,9807.954230134646,61
2020-05-10,13516.673245862072,-314.5042077281216,1.3717839383013533,10082.620934253688,68
2020-05-11,12504.545410494598,-314.5042077281216,1.3717839383013533,9344.802239116634,66
2020-05-12,12753.633894482995,-314.5042077281216,1.3717839383013533,9526.382207385424,61
2020-05-13,13374.271162406723,-314.5042077281216,1.3717839383013533,9978.812980625304,66
2020-05-14,12894.556577296638,-314.5042077281216,1.3717839383013533,9629.111710829053,69
2020-05-15,12041.706599470215,-314.5042077281216,1.3717839383013533,9007.403033526352,60
2020-05-16,12771.186549015987,-314.5042077281216,1.3717839383013533,9539.17770239226,57
2020-05-17,12491.334961299517,-314.5042077281216,1.3717839383013533,9335.172115285734,50
2020-05-18,13847.676401581473,-314.5042077281216,1.3717839383013533,10323.914877474275,58
2020-05-19,15281.331370843058,-314.5042077281216,1.3717839383013533,11369.017483819736,64
2020-05-20,15595.965357548888,-314.5042077281216,1.3717839383013533,11598.378666671486,68
2020-05-21,15938.63688090711,-314.5042077281216,1.3717839383013533,11848.178590544734,62
2020-05-22,16483.549440592444,-314.5042077281216,1.3717839383013533,12245.407734632896,68
2020-05-23,16751.005160621302,-314.5042077281216,1.3717839383013533,12440.377009721538,66
2020-05-24,15961.889149516976,-314.5042077281216,1.3717839383013533,11865.128977526709,61
2020-05-25,15961.645434200986,-314.5042077281216,1.3717839383013533,11864.95131447848,69
2020-05-26,16228.901128809182,-314.5042077281216,1.3717839383013533,12059.77477548148,61
2020-05-27,15842.504393174404,-314.5042077281216,1.3717839383013533,11778.100143751031,65
2020-05-28,15845.091880839978,-314.5042077281216,1.3717839383013533,11779.98636474643,59
2020-05-29,15713.1828127251,-314.5042077281216,1.3717839383013533,11683.827586070089,55
2020-05-30,16509.916486083588,-314.5042077281216,1.3717839383013533,12264.628724728313,60
2020-05-31,16431.085174832835,-314.5042077281216,1.3717839383013533,12207.16245103191,59
2020-06-01,17319.93593210839,-314.5042077281216,1.3717839383013533,12855.11489635373,58
2020-06-02,17532.16049993894,-314.5042077281216,1.3717839383013533,13009.821889127928,65
2020-06-03,18199.80541289552,-314.5042077281216,1.3717839383013533,13496.520190744804,63
2020-06-04,19531.236779808056,-314.5042077281216,1.3717839383013533,14467.104063130144,68
2020-06-05,22379.740280898728,-314.5042077281216,1.3717839383013533,16543.59980094867,62
2020-06-06,20797.039168906074,-314.5042077281216,1.3717839383013533,15389.845869442172,63
2020-06-07,19941.935593950002,-314.5042077281216,1.3717839383013533,14766.494369923284,64
2020-06-08,21591.16971379616,-314.5042077281216,1.3717839383013533,15968.749385307388,63
2020-06-09,21490.403750567242,-314.5042077281216,1.3717839383013533,15895.293237866492,65
2020-06-10,21807.59732347244,-314.5042077281216,1.3717839383013533,16126.520302164949,69
2020-06-11,22715.83257686501,-314.5042077281216,1.3717839383013533,16788.603614291504,65
2020-06-12,22068.408812056707,-314.5042077281216,1.3717839383013533,16316.646080213655,60
2020-06-13,22432.592147129082,-314.5042077281216,1.3717839383013533,16582.127636677524,65
2020-06-14,25956.35833968176,-314.5042077281216,1.3717839383013533,19150.87486732091,71
2020-06-15,26511.10452324568,-314.5042077281216,1.3717839383013533,19555.27250464188,66
2020-06-16,28363.979418445513,-314.5042077281216,1.3717839383013533,20905.97711887887,65
2020-06-17,29592.49025459281,-314.5042077281216,1.3717839383013533,21801.534211979502,62
2020-06-18,30877.277459215486,-314.5042077281216,1.3717839383013533,22738.11552682825,66
2020-06-19,29658.200667112742,-314.5042077281216,1.3717839383013533,21849.435642142987,67
2020-06-20,30942.506798079998,-314.5042077281216,1.3717839383013533,22785.66626498989,69
2020-06-21,31861.3665413703,-314.5042077281216,1.3717839383013533,23455.49459409841,64
2020-06-22,31451.043311334186,-314.5042077281216,1.3717839383013533,23156.37807977021,62
2020-06-23,32257.5387206298,-314.5042077281216,1.3717839383013533,23744.29530694979,69
2020-06-24,33484.45020943703,-314.5042077281216,1.3717839383013533,24638.686511388656,64
2020-06-25,33182.37152227099,-314.5042077281216,1.3717839383013533,24418.477862831285,60
